index,department,organization,notice,company,part,apply_start,apply_end,object,overview,tag,filename,budget,deadline
27,전라남도,전남테크노파크,[전남] 2023년 탄소중립 스마트그린 프로젝트 참여기업 모집 공고,중소기업,인력,2023-04-05,2023-12-31,국내일반인력,"전라남도와 시ㆍ군, 전남테크노파크에서는 지역에 활력을 불어넣고 청년들의 지역안착을 위해 추진 중인「탄소중립 스마트그린 프로젝트」에 적극적으로 참여할 기업을 모집하오니 많은 관심과 신청 바랍니다.☞ 전라남도 10개 시ㆍ군 소재 개인사업자 및 법인사업자- 10개 시ㆍ군 : 목포시, 여수시, 순천시, 광양시, 담양군, 곡성군, 보성군, 영암군, 무안군, 장성군☞ 인력채용 및 직무교육 지원- 청년근로자 1명당 월 160만원 인건비 및 월 30만원 근로장려금 지원(월급여 230만원 기준, 최대 1년)&nbsp;- 신규채용 청년근로자의 직무 및 전문교육 지원(법정 필수교육 및 직무소양교육, 기업 희망 전문 교육 등)","인력,전남,강소기업,스마트공장,전남테크노파크,전라남도,친환경,인건비,그린뉴딜,스타기업,저탄소,보성군,여수시,무안군,장성군,목포시,광양시,2023,순천시,영암군,곡성군,담양군,근로장려금",탄소중립 스마트그린 프로젝트 참여기업 모집 공고.hwp,1인당 월 160만원,d-213
28,충청북도,충청북도기업진흥원,[충북] 2023년 경제자유구역 바이오헬스 청년일자리 지원사업 상시모집 공고,중소기업,인력,2023-04-04,2023-12-31,고용유지,충북경제자유구역 및 청주시 소재 바이오헬스 기업을 대상으로 청년일자리 창출 촉진을 위한 「충북경제자유구역 바이오헬스 청년일자리 지원사업」을 아래와 같이 상시모집 공고하오니 많은 참여 바랍니다.☞ 충북경제자유구역 및 청주시 소재 바이오헬스 기업☞ 신규 채용 청년 1인당 최대 월 200만원 지원,"인력,충북,충청북도기업진흥원,충청북도,바이오헬스,인건비,청년일자리,청년채용,청주시,경제자유구역,2023",2023경자청바이오헬스 상시모집 공고문.pdf,1인당 월 200만원,d-213
29,대전광역시,대전일자리경제진흥원,[대전] 중소기업 신규고용 인건비 지원사업 참여기업 모집 공고,중소기업,인력,2023-04-10,2023-06-10,고용환경개선,"대전광역시에서는 중소기업의 인력난 해소를 위한「중소기업 신규고용 인건비 지원사업」참여기업을 다음과 같이 모집합니다.&nbsp;☞ 공고일 기준 대전광역시 소재 상시근로자 5인 이상 중소기업(제조업, 제조관련 서비스업, 건설업, 지식산업, 영상산업, 협동조합)☞ 신규고용 근로자 인건비의 90%(1인당 월 1,800천원 한도, 6개월), 기업당 최대 3명 지원","인력,대전,중소기업,제조업,대전광역시,대전일자리경제진흥원,인건비,건설업,지식산업,영상산업,인력난,신규고용,2023,제조서비스업,대전중소기업협동조합",중소기업+신규고용+인건비+지원사업+참여기업+모집공고.pdf,"1인당 월 1,800천원 /최대 3명",d-9
30,대전광역시,대전일자리경제진흥원,[대전] 2023년 영세 소상공인 인건비 지원사업 모집 공고,소상공인,인력,2023-04-03,2023-12-31,고용유지,대전광역시 영세 소상공인의 고정비용 부담 경감을 위한 「2023년 영세 소상공인 인건비 지원사업」을 다음과 같이 공고합니다.☞ 대전 관내 연 매출 3억원이하 영세 소상공인☞ 업체당 최대 200만원 지원,"인력,대전,소상공인,대전광역시,대전일자리경제진흥원,인건비,고용유지,신규채용,2023,영세소상공인",2023년 영세 소상공인 인건비지원공고(신청서포함).pdf,200만원,d-213
31,전라남도,전남고용노동연구원,[전남] 2023년 조선업 일자리도약장려금 지원사업 참여기업 모집 공고,중소기업,인력,2023-03-27,2023-08-31,고용유지,"조선업 내국인 신규 근로자 유입 및 장기근속 유도, 경력자 재취업 등을 통한 인력난 해소와 기술인력 확보하고 전남지역 조선업 기업의 고용위기지역 지원종료에 따른 경영 애로 해소 및 수익성 회복을 위하여 “조선업 일자리도약장려금 지원사업” 참여기업을 다음과 같이 모집합니다.☞ 전라남도 소재, 참여 신청 직전 월의 고용보험 피보험자수 5인 이상을 고용하고 있는 지원해당업종(C311 선박 및 보트 건조업) 기업☞ 채용일로부터 최대 12월간 지원금 지급(최대 5명까지)","인력,전남,전라남도,선박,지원금,고용유지,조선업,2023,일자리도약장려금,보트,선박건조업,보트건조업,전남고용노동연구원",붙임1. 2023 조선업 일자리도약장려금 지원사업 모집공고.hwp,지원금 /최대 5명,d-91
32,전라남도,전남인력개발원,[전남] 2023년 조선업 내일채움공제 사업 참여자 모집 공고,중소기업,인력,2023-03-27,2023-12-31,고용유지,전라남도 조선업의 인력난 해소 및 장기근속 유도하고 기존 인력의 타 지역 유출을 막고자 전라남도“전라남도 조선업 내일채움공제”사업 시행하오니 참여를 희망하는 근로자는 많은 신청 바랍니다.☞ 전라남도에 소재지를 둔 조선업 기업체(C311선박 및 보트 건조업)☞ 내일채움공제 사업 지원비 지원,"인력,경영,전남,전라남도,선박,내일채움공제,조선업,2023,보트,전남인력개발원,선박건조업,보트건조업",공고. 조선업 내일채움공제 모집공고.hwp,지원금,d-213
33,서울특별시,기초자치단체,[서울] 소상공인 버팀목 고용장려금 지원 안내 공고,소상공인,인력,2023-04-03,2023-12-31,고용환경개선,"서울시 소재 소상공인 기업체를 대상으로 소상공인 민생경제 회복을 위해 2023년 신규채용 근로자 1인당 고용장려금 300만원을 지원해 드리는 사업입니다.☞ 서울시 소재 소상공인 기업체☞ 근로자 1인당 300만원, 기업주에게 지원, 기업당 최대 10명","인력,서울,서울특별시,기초자치단체,2023,소상공인,고용장려금,신규채용",소상공인 버팀목 고용장려금 지원.png,1인당 300만원 /최대 10명,d-213
34,전라북도,전북산학융합원,[전북] 군산시 2023년 청진기(청ㆍ중년이 진짜로 기대하는 기업) 지원사업 사업시행 공고(지역ㆍ산업맞춤형 일자리창출 지원사업),중소기업,인력,2023-03-27,2023-12-31,인력정보제공,군산시 소재 산업단지ㆍ중소기업(제조업)의 고용안정과 지역인재 유출방지를 위하여 청년 및 중년 채용 예정인 기업에게 구직정보를 제공하고 취업자 대상으로 기업 적응 및 장기근속을 위한 네트워킹 환경을 지원해 드리는 사업입니다.&nbsp;&nbsp;☞ 군산시 청ㆍ중년 채용 예정인 기업&nbsp;☞ 기업 최대 300만원 지원,"인력,전북,제조업,전라북도,일자리창출,청년,전북산학융합원,군산시,산업단지,2023,일자리매칭,고용서비스,중년,농공,알선,청진기",군산시 청진기 지원 사업 공고문.hwp,300만원,d-213
35,고용노동부,직접수행,2023년 고용노동부 노동전환 고용안정 지원금 사업 시행 공고,중소기업,인력,2023-03-21,2023-12-31,고용유지,저탄소ㆍ디지털 전환 관련 사업주가 직무심화ㆍ전환ㆍ재배치ㆍ적응 훈련 또는 전직지원서비스 제공 시 훈련비 등을 지원해 드리는 사업입니다.☞ 저탄소ㆍ디지털 전환 사업주☞ 훈련비 및 사업주 훈련장려금(인당 합산 최대 300만원) 지원,"인력,경영,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,교육,직접수행,고용노동부,디지털,저탄소,2023,훈련비,훈련장려금,전직지원서비스,직무심화",2023년 노동전환 고용안정 지원금 사업 시행 공고(게시).hwp,300만원,d-213
36,경상북도,경상북도경제진흥원,[경북] 영천시 2023년 중소기업 기숙사 임차비 지원사업 참여기업 모집공고,중소기업,인력,2023-03-21,2023-10-31,고용환경개선,"영천시 관내 중소기업을 대상으로 고용환경 개선 및 우수인력 일자리 창출을 도모하고자 기숙사 임차비, 환경개선비 등을 지원해 드리는 사업입니다.☞ 영천시 지역 내 중소기업☞ 기숙사 임차비(월세)의 90%(월 30만원 한도), 기숙사 환경개선비 20백만원 등 지원","인력,경북,제조업,경상북도,경상북도경제진흥원,건설업,임차비,영천시,무역업,기숙사,2023,전기공사업,정보통신공사업,운수업,환경개선비,소방시설업",「2023년 영천시 중소기업 기숙사 임차비 지원사업」모집공고.hwp,월 30만원,d-152
37,부산광역시,부산테크노파크,[부산] 2023년 취약지역 공정전환 지원사업 중소ㆍ중견기업 대상 교육 지원 모집 공고,중소기업,인력,2023-03-22,2023-09-30,교육/훈련/연수,"부산광역시 공정전환 컨설팅에 참여한 기업의 재직자를 대상으로 탄소중립 이행에 따른 산업전환 과정에서 발생 가능한 피해를 최소화하고 재직자들의 지속적 경쟁력 확보를 도모하고자 기업 맞춤형 교육 및 특강을 지원해 드리는 사업입니다.☞ 부산광역시 내 중소ㆍ중견기업 근로자☞ 공정전환 컨설팅 연계 교육, ESG 창업교육, DX E-러닝 컨텐츠 교육 등 지원","인력,부산,교육,기계,부산광역시,맞춤형,부산테크노파크,철강,탄소중립,석유화학,2023,운송장비,공정전환,노후산단,산업전환,ESG창업",취약지역 공정전환 지원사업 중소ㆍ중견기업 대상 교육 지원 모집 공고.hwp,"컨설팅, 인력 등 지원",d-121
38,경상북도,경북IT융합산업기술원,[경북] 뿌리산업 일자리 도약 장려금 사업 공고(지역형 플러스 일자리 사업),중소기업,인력,2023-03-20,2023-12-31,고용유지,"경상북도 지역 내 뿌리산업 기업을 대상으로 뿌리산업 고용활성화를 위해 신규 고용 창출 시 장려금을 지원해 드리는 사업입니다.☞ 경북에 주소지를 두고, 뿌리산업 범위에 해당하는 산업분류 코드를 보유한 기업※ 경북지역 기업 중 구미ㆍ김천ㆍ칠곡 지역 기업 제외☞ 신규 고용한 근로자 수 1인당 월 60만원, 최대 10개월 600만원 지원 (기업 당 최대 30명까지 지원)","인력,경북,경상북도,고용,일자리,뿌리기업,뿌리산업,경북IT융합산업기술원,장려금,2023,고용활성화",붙임1. 공고문 .hwp,1인당 월 60만원 /최대 30명,d-213
39,부산광역시,부산경영자총협회,[부산] 2023년 조선ㆍ기자재업 일자리도약장려금 사업 모집 공고(부산형 플러스 일자리사업),중소기업,인력,2023-03-21,2023-08-31,고용유지,"부산시 소재 조선ㆍ기자재업 중소기업의 구인난 해소 및 근로자 장기근속 유도를 위하여 근로자 채용시 1인당 최대 1,200만원을 지원해 드리는 사업입니다.☞ 부산광역시에 본사를 둔 조선ㆍ기자재업종 기업&nbsp;☞ 근로자 채용시 1인당 최대 1,200만원 지원","인력,부산,2023,부산경영자총협회,부산광역시,조선,기자재,근로자,거주자,정규직,채용,일자리",부산형_조선기자재업_플러스_일자리사업_통합_공고문(공고용).hwp,"1인당 1,200만원",d-91
40,부산광역시,부산상공회의소,[부산] 2023년 조선ㆍ기자재업 내일채움공제 사업 모집 공고(부산형 플러스 일자리사업),중소기업,인력,2023-03-21,2023-12-31,고용유지,부산시 소재 조선ㆍ기자재업 중소기업의 구인난 해소 및 근로자 장기근속 유도를 위하여 부산 소재 조선ㆍ기자재 기업의 근로자를 대상으로 지원금을 지급해 드리는 사업입니다.☞ 부산광역시에 본사를 둔 조선ㆍ기자재업종 기업의 근로자&nbsp;☞ 지원금 지원,"인력,부산,2023,부산상공회의소,부산광역시,조선,기자재,플러스,일자리,근로자,거주자,정규직",부산형_조선기자재업_플러스_일자리사업_통합_공고문(공고용).hwp,지원금,d-213
41,광주광역시,직접수행,[광주] 육아휴직 업무대행자 수당 지원사업 참여기업 모집 공고(광주광역시 육아휴직 활성화),중소기업,인력,2023-02-28,2023-12-31,고용유지,광주광역시 소재 기업의 육아휴직 활성화를 도모하고자 육아휴직 업무대행 근로자 수당을 지원해 드리는 사업입니다.☞ 광주광역시 내 소재하는 100인 미만 사업장☞ 육아휴직자에 대한 업무대행기간 수당(최대 200만원) 지원,"인력,광주,직접수행,광주광역시,육아휴직,2023,수당,업무대행자",붙임 1. 육아휴직 업무대행자 수당지원 사업 공고문.hwp,200만원,d-213
